word	primary_house	houses	ambiguous	sources
musical comedy	5	5	no	play(H5); movie(H5); film(H5)
musical theater	5	5	no	play(H5); movie(H5); film(H5)
muslim ummah	11	11	no	community(H11)
muteness	10	10	no	status(H10)
mutilation	6	6	no	injury(H6)
mutism	10	10	no	status(H10)
mutt	6	6	no	dog(H6)
myalgia	6	6	no	pain(H6)
mycophagy	2	2	no	eating(H2)
myodynia	6	6	no	pain(H6)
mystery	8	8	no	mystery(H8); secret(H8)
mystery play	5	5	no	play(H5)
mystery story	8	8	no	mystery(H8)
mysticism	9	9	no	religion(H9); faith(H9)
nakedness	10	10	no	status(H10)
name	10	10	no	reputation(H10)
nap	12	12	no	sleep(H12)
narcissistic personality	1	1	no	personality(H1)
narrow escape	10	10	no	achievement(H10)
national debt	6	6	no	debt(H6)
national intelligence community	5	5	no	intelligence(H5)
national service	6	6	no	service(H6)
nationalism	9	9,10,11,12	yes	philosophy(H9); ambition(H10); aspiration(H11); dream(H12)
nationality	10	10	no	status(H10)
natural endowment	3	3	no	talent(H3)
naturalisation	6	6	no	borrowing(H6)
naturalization	6	6	no	borrowing(H6)
nature study	8	8	no	research(H8)
nature worship	9	9	no	religion(H9); faith(H9)
nausea	6	6	no	sickness(H6)
navigation	6	6	no	work(H6)
necker	5	5	no	lover(H5)
necrobiosis	8	8	no	death(H8)
necrophagia	2	2	no	eating(H2)
necrophagy	2	2	no	eating(H2)
necrosis	8	8	no	death(H8)
need	10	10	no	status(H10)
negative	5	5	no	film(H5)
negotiation	7	7	no	negotiation(H7)
neighbor	3	3	no	neighbor(H3)
neighborhood	3	3,11	yes	neighborhood(H3); community(H11)
neighbour	3	3	no	neighbor(H3)
neighbourhood	3	3,11	yes	neighborhood(H3); community(H11)
neonatal death	8	8	no	death(H8)
neonate	5	5	no	baby(H5)
nephralgia	6	6	no	pain(H6)
nerve	3	3	no	courage(H3)
nest	12	12	no	retreat(H12)
nest egg	2	2	no	savings(H2)
nestling	5	5	no	child(H5); kid(H5)
nestorian church	9	9	no	church(H9)
net	2	2,11	yes	income(H2); earnings(H2); profit(H11); network(H11)
net estate	4	4	no	estate(H4)
net income	2	2,11	yes	income(H2); earnings(H2); profit(H11)
net profit	2	2,11	yes	income(H2); earnings(H2); profit(H11)
net sales	2	2	no	income(H2)
netting	11	11	no	network(H11)
network	11	11	no	network(H11)
neuralgia	6	6	no	pain(H6)
neuralgy	6	6	no	pain(H6)
newborn	5	5	no	baby(H5)
newborn baby	5	5	no	baby(H5)
newborn infant	5	5	no	baby(H5)
newfoundland	6	6	no	dog(H6)
newfoundland dog	6	6	no	dog(H6)
newlywed	7	7	no	spouse(H7); partner(H7)
news media	3	3	no	journalism(H3)
newspaper	3	3	no	newspaper(H3)
newspaper publisher	3	3	no	newspaper(H3)
newspapering	3	3	no	journalism(H3)
newsroom	10	10	no	office(H10)
nibble	2	2	no	eating(H2)
niche	10	10	no	status(H10)
nick	12	12	no	prison(H12)
night life	5	5	no	entertainment(H5)
nightlife	5	5	no	entertainment(H5)
nightmare	12	12	no	dream(H12)
nightwork	6	6	no	work(H6)
nihilism	9	9	no	philosophy(H9)
nimbleness	5	5	no	intelligence(H5)
nineteenth	10	10	no	rank(H10)
ninetieth	10	10	no	rank(H10)
ninth	10	10	no	rank(H10)
nipper	5	5	no	child(H5); kid(H5)
nisus	3	3	no	effort(H3)
nitrite	11	11	no	group(H11)
nitro group	11	11	no	group(H11)
no man's land	4	4	no	land(H4)
no-par stock	5	5	no	stock(H5)
no-par-value stock	5	5	no	stock(H5)
no-trump	7	7	no	contract(H7)
nobel prize	10	10	no	honor(H10)
nobility	10	10	no	status(H10)
noblesse	10	10	no	status(H10)
noblesse oblige	6	6	no	duty(H6)
node	7	7	no	client(H7)
noise conditions	10	10	no	status(H10)
nomination	10	10	no	status(H10)
non-cash expense	12	12	no	expense(H12)
non-standard speech	2	2	no	speech(H2)
none	6	6	no	service(H6)
nonrapid eye movement	12	12	no	sleep(H12)
nonverbal intelligence	5	5	no	intelligence(H5)
nook	12	12	no	retreat(H12)
normalcy	10	10	no	status(H10)
normality	10	10	no	status(H10)
nose	3	3	no	skill(H3)
nosh	2	2	no	eating(H2)
nourishment	2	2	no	food(H2)
novelisation	3	3	no	writing(H3)
novelization	3	3	no	writing(H3)
nrem	12	12	no	sleep(H12)
nrem sleep	12	12	no	sleep(H12)
nu	3	3	no	letter(H3)
nuclear deterrence	9	9	no	philosophy(H9)
nuclear family	2	2	no	family(H2)
nudeness	10	10	no	status(H10)
nudity	10	10	no	status(H10)
number	6	6	no	routine(H6)
number one	1	1,10	yes	self(H1); rank(H10)
numeracy	3	3	no	skill(H3)
numeration	8	8	no	investigation(H8)
nun	3	3	no	letter(H3)
nuptials	7	7	no	wedding(H7)
nurseling	5	5	no	baby(H5)
nursling	5	5	no	baby(H5)
nutrient	2	2	no	food(H2)
nutriment	2	2	no	food(H2)
nutrition	2	2	no	food(H2)
oarsmanship	3	3	no	skill(H3)
obesity diet	2	2	no	diet(H2)
objection	3	3	no	communication(H3)
obligation	6	6	no	duty(H6)
obnubilate	8	8	no	hidden(H8)
obscure	8	8	no	hidden(H8)
obsessive-compulsive personality	1	1	no	personality(H1)
obstacle	6	6	no	obstacle(H6)
obstruct	8	8	no	hidden(H8)
obstruction	6	6	no	obstacle(H6)
occult	8	8	no	occult(H8)
occult arts	8	8	no	occult(H8)
occupancy	4	4	no	residence(H4)
occupation	6	6,10	yes	job(H6); occupation(H10)
occupational disease	6	6	no	disease(H6)
occupational group	1	1,10	yes	body(H1); vocation(H10)
octroi	6	6	no	duty(H6)
oculism	7	7	no	trade(H7)
odor	4	4	no	property(H4)
odour	4	4	no	property(H4)
odynophagia	6	6	no	pain(H6)
off-roader	4	4	no	bike(H4)
offer	3	3	no	effort(H3)
offering	12	12	no	donation(H12)
office	6	6,10	yes	job(H6); duty(H6); occupation(H10); office(H10)
office boy	6	6	no	employee(H6)
offset	1	1	no	beginning(H1)
old boy network	11	11	no	network(H11)
old lady	7	7	no	wife(H7)
old man	9	9,10	yes	father(H9); boss(H10)
olfactory property	4	4	no	property(H4)
omega	3	3	no	letter(H3)
omicron	3	3	no	letter(H3)
omophagia	2	2	no	eating(H2)
oneirism	12	12	no	dream(H12)
onychosis	6	6	no	disease(H6)
open letter	3	3	no	letter(H3)
open marriage	7	7	no	marriage(H7)
open secret	8	8	no	secret(H8)
open university	9	9	no	university(H9)
openwork	6	6	no	work(H6)
operating cost	12	12	no	expense(H12)
operating expense	12	12	no	expense(H12)
operating room	8	8	no	surgery(H8)
operating theater	8	8	no	surgery(H8)
operating theatre	8	8	no	surgery(H8)
operation	6	6,8	yes	work(H6); operation(H8)
operations research	8	8	no	research(H8)
opinion poll	8	8	no	research(H8)
opposition	1	1,6	yes	body(H1); enemy(H6)
optics	4	4	no	property(H4)
optimism	11	11	no	hope(H11)
opulence	2	2	no	wealth(H2)
or	8	8	no	surgery(H8)
oral	5	5	no	exam(H5)
oral communication	2	2	no	speech(H2)
oral contract	7	7	no	agreement(H7)
oral exam	5	5	no	exam(H5)
oral examination	5	5	no	exam(H5)
oral personality	1	1	no	personality(H1)
oral presentation	2	2	no	speech(H2)
oratory	2	2	no	speech(H2)
orchard	4	4	no	garden(H4)
orchidalgia	6	6	no	pain(H6)
order	10	10	no	status(H10)
orderer	7	7	no	buyer(H7)
orderliness	10	10	no	status(H10)
ordinary	4	4	no	bike(H4)
ordinary bicycle	4	4	no	bike(H4)
ordinary shares	5	5	no	stock(H5)
ordination	10	10	no	status(H10)
organic law	1	1	no	constitution(H1)
organic structure	1	1	no	body(H1)
organisation	1	1	no	body(H1); constitution(H1)
organization	1	1	no	body(H1); constitution(H1)
organization man	6	6	no	employee(H6)
organized labor	6	6	no	labor(H6)
organized religion	9	9	no	religion(H9); faith(H9)
origin	1	1,4	yes	beginning(H1); roots(H4)
origination	1	1	no	beginning(H1)
ornateness	1	1	no	appearance(H1)
orphan	5	5	no	child(H5); kid(H5)
orris	4	4	no	roots(H4)
orrisroot	4	4	no	roots(H4)
orthochromatic film	5	5	no	film(H5)
orthodox sleep	12	12	no	sleep(H12)
orthoepy	2	2	no	speech(H2)
oscar	10	10	no	honor(H10)
osculator	5	5	no	lover(H5)
ostler	3	3	no	hand(H3)
outclass	6	6	no	subordinate(H6)
outdoor sport	5	5	no	sport(H5)
outgo	12	12	no	expenditure(H12)
outgrowth	1	1	no	beginning(H1)
outlay	12	12	no	expenditure(H12)
output	11	11	no	yield(H11)
output contract	7	7	no	contract(H7)
outrage	8	8	no	scandal(H8)
outrival	6	6	no	rival(H6)
outset	1	1	no	beginning(H1)
outvie	6	6	no	rival(H6)
overburden	4	4	no	land(H4); soil(H4)
overeat	2	2	no	eating(H2)
overexertion	3	3	no	effort(H3)
overgorge	2	2	no	eating(H2)
overhead	12	12	no	expense(H12)
overindulge	2	2	no	eating(H2)
overkill	3	3	no	effort(H3)
overwork	6	6	no	labor(H6)
overworking	6	6	no	labor(H6)
ownership	2	2	no	possession(H2)
oxbridge	9	9	no	university(H9)
oyster plant	4	4	no	roots(H4)
ozaena	6	6	no	disease(H6)
ozena	6	6	no	disease(H6)
ozone sickness	6	6	no	illness(H6); sickness(H6)
pa	9	9	no	father(H9); dad(H9)
pabulum	2	2	no	food(H2)
pace car	4	4	no	car(H4)
pacha	10	10	no	authority(H10)
pacification	7	7	no	treaty(H7)
pacificism	9	9	no	philosophy(H9)
pacifism	9	9	no	philosophy(H9)
packaging	10	10	no	promotion(H10)
packman	7	7	no	seller(H7)
pact	7	7	no	treaty(H7)
padre	9	9	no	father(H9)
pagan religion	9	9	no	religion(H9); faith(H9)
paganism	9	9	no	religion(H9); faith(H9)
pagoda	9	9	no	temple(H9)
pain	6	6	no	pain(H6)
pain sensation	6	6	no	pain(H6)
painful sensation	6	6	no	pain(H6)
painfulness	6	6	no	pain(H6)
pains	3	3	no	effort(H3)
painting	7	7	no	trade(H7)
pal	3	3,11	yes	brother(H3); friend(H11)
palace	4	4,10	yes	residence(H4); government(H10)
paleness	1	1	no	complexion(H1)
pall-mall	5	5	no	game(H5)
pallidness	1	1	no	complexion(H1)
pallor	1	1	no	complexion(H1)
palm	10	10	no	honor(H10)
panchromatic film	5	5	no	film(H5)
panel	1	1	no	body(H1)
pang	6	6	no	pain(H6)
panopticon	12	12	no	prison(H12)
panoramic view	10	10	no	position(H10)
pantheon	9	9	no	temple(H9)
pap	2	2	no	diet(H2)
papa	9	9	no	father(H9); dad(H9)
papacy	10	10	no	government(H10)
paper	3	3	no	media(H3); newspaper(H3)
paper route	6	6	no	work(H6)
papermaking	7	7	no	trade(H7)
papers	3	3	no	writing(H3)
paperwork	6	6	no	work(H6)
papoose	5	5	no	baby(H5)
pappa	9	9	no	father(H9); dad(H9)
pappataci fever	6	6	no	disease(H6)
pappoose	5	5	no	baby(H5)
par	10	10	no	status(H10)
para	5	5	no	pregnancy(H5)
para i	4	4	no	mother(H4)
paradigm	2	2,10	yes	family(H2); position(H10)
paradoxical sleep	12	12	no	sleep(H12)
paragraph	3	3	no	writing(H3)
paralanguage	3	3	no	communication(H3)
paralinguistic communication	3	3	no	communication(H3)
paramour	5	5	no	lover(H5)
pardner	7	7	no	partner(H7)
parish	11	11	no	community(H11)
parity	5	5	no	pregnancy(H5)
parley	7	7	no	negotiation(H7)
parlor game	5	5	no	game(H5)
parlour game	5	5	no	game(H5)
parole	8	8	no	secret(H8)
paronomasia	5	5	no	fun(H5)
parsnip	4	4	no	roots(H4)
parsonage	4	4	no	residence(H4)
part	3	3,6	yes	effort(H3); duty(H6)
participation	10	10	no	status(H10)
participation financing	6	6	no	loan(H6)
participation loan	6	6	no	loan(H6)
partner	7	7	no	spouse(H7); partner(H7)
partnership	7	7	no	contract(H7)
parturiency	6	6,12	yes	labor(H6); confinement(H12)
pasha	10	10	no	authority(H10)
pass	3	3,10	yes	effort(H3); achievement(H10)
passel	7	7	no	deal(H7)
passenger car	4	4	no	car(H4)
passing	8	8	no	death(H8)
passion	11	11	no	desire(H11)
passion play	5	5	no	play(H5)
passivism	9	9	no	philosophy(H9)
password	8	8	no	secret(H8)
pasta	2	2	no	food(H2)
pastoral	3	3	no	letter(H3)
pater	9	9	no	father(H9)
paternity suit	6	6	no	lawsuit(H6)
patriarch	9	9	no	father(H9)
patrimony	8	8	no	inheritance(H8)
patristics	3	3	no	writing(H3)
patrol car	4	4	no	car(H4)
patrology	3	3	no	writing(H3)
patron	7	7	no	client(H7); customer(H7)
patronage	7	7,9	yes	trade(H7); blessing(H9)
paw	3	3	no	hand(H3)
pawn	6	6	no	borrowing(H6)
pax romana	4	4	no	peace(H4)
pay	2	2	no	earnings(H2)
pay envelope	2	2	no	earnings(H2)
pay packet	2	2	no	earnings(H2)
payback	11	11	no	yield(H11)
paygrade	10	10	no	rank(H10)
payoff	2	2,11	yes	income(H2); yield(H11)
pe	3	3	no	letter(H3)
peace	4	4,7	yes	peace(H4); treaty(H7)
peace of mind	4	4	no	peace(H4)
peace treaty	7	7	no	treaty(H7)
peacefulness	4	4	no	peace(H4)
peanut	5	5	no	child(H5); kid(H5)
peck	2	2,7	yes	eating(H2); deal(H7)
peck at	2	2	no	eating(H2)
pedagogy	5	5	no	education(H5)
pedal	4	4	no	bike(H4)
peddler	7	7	no	seller(H7)
pedestal	10	10	no	status(H10)
pedlar	7	7	no	seller(H7)
pelf	2	2	no	money(H2)
penetrating injury	6	6	no	injury(H6)
penetrating trauma	6	6	no	injury(H6)
penmanship	3	3	no	hand(H3)
pennant	10	10	no	honor(H10)
penning	3	3	no	writing(H3)
penny ante	7	7	no	deal(H7)
pensionary	6	6	no	employee(H6)
people	11	11	no	group(H11)
per capita income	2	2	no	income(H2)
performance	10	10	no	achievement(H10)
periarteritis nodosa	6	6	no	disease(H6)
periodontal disease	6	6	no	disease(H6)
periodontitis	6	6	no	disease(H6)
permafrost	4	4	no	land(H4); soil(H4)
persona	1	1	no	appearance(H1)
personableness	1	1	no	personality(H1)
personal estate	4	4	no	property(H4)
personal expense	12	12	no	expense(H12)
personal identity	1	1	no	identity(H1); personality(H1)
personal income	2	2	no	income(H2)
personal letter	3	3	no	letter(H3)
personal loan	6	6	no	loan(H6)
personal property	4	4	no	property(H4)
personality	1	1	no	personality(H1)
personalty	4	4	no	property(H4)
personhood	1	1	no	identity(H1)
perspective	1	1,10	yes	appearance(H1); position(H10)
perspicaciousness	5	5	no	intelligence(H5)
perspicacity	5	5	no	intelligence(H5)
persuasion	3	3	no	communication(H3)
pesthouse	12	12	no	hospital(H12)
pet	5	5,6	yes	lover(H5); pet(H6)
petter	5	5	no	lover(H5)
phaeton	4	4	no	car(H4)
phantom limb pain	6	6	no	pain(H6)
phase	1	1	no	appearance(H1)
phenomenology	9	9	no	philosophy(H9)
phi	3	3	no	letter(H3)
philanthropic foundation	12	12	no	charity(H12)
philistinism	11	11	no	desire(H11)
philosophical doctrine	9	9	no	philosophy(H9)
philosophical system	9	9	no	philosophy(H9)
philosophical theory	9	9	no	philosophy(H9)
philosophy	9	9	no	philosophy(H9)
phlebotomus	6	6	no	disease(H6)
phonation	2	2,3	yes	voice(H2); communication(H3)
photalgia	6	6	no	pain(H6)
photographic film	5	5	no	film(H5)
photography	6	6,10	yes	job(H6); occupation(H10)
photojournalism	3	3	no	journalism(H3)
photophobia	6	6	no	pain(H6)
physical attraction	11	11	no	desire(H11)
physical body	1	1	no	body(H1)
physical composition	4	4	no	property(H4)
physical condition	10	10	no	status(H10)
physical education	5	5	no	education(H5)
physical exercise	3	3	no	effort(H3)
physical exertion	3	3	no	effort(H3)
physical property	4	4	no	property(H4)
physical structure	1	1	no	body(H1)
physiological condition	10	10	no	status(H10)
physiological state	10	10	no	status(H10)
physique	1	1	no	body(H1)
pi	3	3	no	letter(H3)
pic	5	5	no	movie(H5); film(H5)
picaninny	5	5	no	child(H5); kid(H5)
piccaninny	5	5	no	child(H5); kid(H5)
pick	2	2	no	eating(H2)
pick at	2	2	no	eating(H2)
pick up	2	2	no	eating(H2)
pickaninny	5	5	no	child(H5); kid(H5)
pickup	11	11	no	friend(H11)
picnic	2	2	no	eating(H2)
picture	5	5	no	movie(H5); film(H5)
picture palace	5	5	no	cinema(H5)
picture show	5	5	no	movie(H5); film(H5)
piece	2	2	no	eating(H2)
piece of work	6	6	no	work(H6)
piece of writing	3	3	no	writing(H3)
piecework	6	6	no	work(H6)
pig	2	2	no	eating(H2)
pig out	2	2	no	eating(H2)
pigmentation	2	2	no	deposit(H2)
pike	3	3	no	arm(H3)
pile	2	2,7	yes	money(H2); deal(H7)
pile dwelling	4	4	no	home(H4); dwelling(H4)
piles	6	6	no	pain(H6)
pilgrim's journey	9	9	no	pilgrimage(H9)
pilgrimage	9	9	no	pilgrimage(H9)
pilosity	1	1	no	appearance(H1)
pilotage	7	7	no	trade(H7)
piloting	7	7	no	trade(H7)
pinch	6	6	no	injury(H6)
pitch	10	10	no	position(H10); promotion(H10)
pitch in	2	2	no	eating(H2)
pitchman	7	7	no	seller(H7)
place	3	3,4,6,10	yes	neighborhood(H3); home(H4); property(H4); residence(H4); job(H6)
place of origin	4	4	no	roots(H4)
placenta previa	5	5	no	pregnancy(H5)
plagiarism	3	3	no	writing(H3)
plainness	1	1	no	appearance(H1)
plant disease	6	6	no	disease(H6)
plantation	4	4	no	estate(H4); garden(H4)
play	3	3,5	yes	effort(H3); play(H5); fun(H5); gambling(H5)
playfulness	5	5	no	fun(H5)
playlet	5	5	no	play(H5)
pleasance	12	12	no	retreat(H12)
plenty	7	7	no	deal(H7)
pleuralgia	6	6	no	pain(H6)
pleurodynia	6	6	no	pain(H6)
plodding	6	6	no	labor(H6)
ploughland	4	4	no	land(H4); soil(H4)
plowland	4	4	no	land(H4); soil(H4)
plug	10	10	no	promotion(H10)
plumbery	7	7	no	trade(H7)
plumbing	7	7	no	trade(H7)
plumbism	6	6	no	illness(H6); sickness(H6)
pluralism	9	9	no	philosophy(H9)
plus	2	2	no	asset(H2)
pneumatophore	4	4	no	roots(H4)
podalgia	6	6	no	pain(H6)
podcast	3	3	no	podcast(H3)
podsol	4	4	no	soil(H4)
podsol soil	4	4	no	soil(H4)
podsolic soil	4	4	no	soil(H4)
podzol	4	4	no	soil(H4)
podzol soil	4	4	no	soil(H4)
point	6	6	no	loan(H6)
point of departure	4	4	no	roots(H4)
point source	4	4	no	roots(H4)
pokey	12	12	no	jail(H12)
poky	12	12	no	jail(H12)
polarisation	10	10	no	status(H10)
polarization	10	10	no	status(H10)
polder	4	4	no	land(H4); soil(H4)
pole position	10	10	no	position(H10)
police car	4	4	no	car(H4)
police cruiser	4	4	no	car(H4)
police investigation	8	8	no	investigation(H8)
police work	8	8	no	investigation(H8)
policy	7	7,8	yes	contract(H7); insurance(H8)
policyholder	7	7	no	client(H7); customer(H7)
polish off	2	2	no	eating(H2)
polishing	6	6	no	work(H6)
political contribution	12	12	no	donation(H12)
political donation	12	12	no	donation(H12)
political relation	10	10	no	politics(H10)
political science	10	10	no	politics(H10)
politics	10	10	no	profession(H10); politics(H10)
poll	8	8	no	research(H8)
polls	10	10	no	position(H10)
polyarteritis nodosa	6	6	no	disease(H6)
polychrome	6	6	no	work(H6)
polygamist	7	7	no	spouse(H7); partner(H7)
polygamy	7	7	no	marriage(H7)
polyphone	3	3	no	letter(H3)
polyphonic letter	3	3	no	letter(H3)
pontificate	10	10	no	government(H10)
pooch	6	6	no	dog(H6)
poodle	6	6	no	dog(H6)
poodle dog	6	6	no	dog(H6)
pop	9	9	no	father(H9); dad(H9)
populace	7	7	no	public(H7)
population	11	11	no	group(H11)
population shift	8	8	no	transformation(H8)
populism	9	9	no	philosophy(H9)
porter	6	6	no	employee(H6)
portion	9	9	no	luck(H9)
portuguese	5	5	no	romance(H5)
position	6	6,10	yes	job(H6); occupation(H10); status(H10); position(H10)
position paper	5	5	no	study(H5)
positive	5	5	no	film(H5)
possession	2	2	no	possession(H2)
post	3	3,6,10	yes	communication(H3); job(H6); occupation(H10); position(H10)
postal service	3	3	no	communication(H3)
poster child	5	5	no	child(H5); kid(H5)
pot	7	7	no	deal(H7)
pot farm	4	4	no	garden(H4)
potable	2	2	no	food(H2)
potassium-argon dating	5	5	no	dating(H5)
potboy	6	6	no	employee(H6)
potency	10	10	no	authority(H10)
potman	6	6	no	employee(H6)
pottery	7	7	no	trade(H7)
power hunger	10	10	no	ambition(H10)
power of appointment	10	10	no	authority(H10)
power play	3	3,5	yes	effort(H3); play(H5)
pr	10	10	no	promotion(H10)
practical politics	10	10	no	politics(H10)
prairie soil	4	4	no	soil(H4)
prayer meeting	6	6	no	service(H6)
prayer service	6	6	no	service(H6)
preaching	2	2	no	speech(H2)
precept	9	9	no	philosophy(H9)
preceptor	9	9	no	teacher(H9)
precociousness	5	5	no	intelligence(H5)
precocity	5	5	no	intelligence(H5)
preference shares	5	5	no	stock(H5)
preferment	10	10	no	promotion(H10)
preferred shares	5	5	no	stock(H5)
preferred stock	5	5	no	stock(H5)
pregnancy	5	5	no	pregnancy(H5)
prelim	5	5	no	exam(H5)
preliminary exam	5	5	no	exam(H5)
preliminary examination	5	5	no	exam(H5)
premature labor	6	6,12	yes	labor(H6); confinement(H12)
premature labour	6	6,12	yes	labor(H6); confinement(H12)
premium	11	11	no	bonus(H11)
prepossession	10	10	no	status(H10)
prerequisite	6	6	no	duty(H6)
preschooler	5	5	no	child(H5); kid(H5)
prescriptivism	9	9	no	philosophy(H9)
presentation	5	5	no	show(H5)
presentism	9	9	no	philosophy(H9)
presentment	5	5	no	show(H5)
preservation	10	10	no	status(H10)
press corps	10	10	no	vocation(H10)
pride of place	10	10	no	position(H10)
priesthood	10	10	no	profession(H10)
primality	4	4	no	property(H4)
primipara	4	4	no	mother(H4)
primogeniture	8	8	no	inheritance(H8)
princedom	4	4,10	yes	land(H4); rank(H10)
principal	6	6	no	debt(H6)
principality	4	4	no	land(H4)
print media	3	3	no	media(H3)
prison	12	12	no	prison(H12)
prison house	12	12	no	prison(H12)
privacy	12	12	no	isolation(H12)
private foundation	12	12	no	charity(H12)
private instructor	9	9	no	teacher(H9)
private property	4	4	no	property(H4)
privateness	12	12	no	isolation(H12)
prix de rome	10	10	no	honor(H10)
prix goncourt	10	10	no	honor(H10)
prize	10	10	no	honor(H10)
probe	8	8	no	research(H8); investigation(H8)
procedure	6	6	no	work(H6); routine(H6)
proceeds	2	2,11	yes	income(H2); yield(H11)
proctalgia	6	6	no	pain(H6)
produce	2	2	no	food(H2)
professing	10	10	no	profession(H10)
profession	6	6,10	yes	job(H6); profession(H10); occupation(H10); vocation(H10)
professional	10	10	no	authority(H10)
professional baseball	5	5	no	sport(H5)
professional basketball	5	5	no	sport(H5)
professional boxing	5	5	no	sport(H5)
professional football	5	5	no	sport(H5); football(H5)
professional golf	5	5	no	sport(H5)
professional life	10	10	no	career(H10); vocation(H10)
professional tennis	5	5	no	sport(H5); tennis(H5)
professional wrestling	5	5	no	sport(H5)
profit	2	2,11	yes	income(H2); earnings(H2); gain(H11); profit(H11)
profitability	11	11	no	gain(H11); profit(H11)
profitableness	11	11	no	gain(H11); profit(H11)
profiteer	11	11	no	profit(H11)
profits	2	2,11	yes	income(H2); earnings(H2); profit(H11)
profoundness	9	9	no	wisdom(H9)
profundity	9	9	no	wisdom(H9)
prognathism	10	10	no	status(H10)
progress report	5	5	no	study(H5)
project	6	6	no	work(H6)
projectile	3	3,4	yes	arm(H3); vehicle(H4)
proletariat	6	6	no	labor(H6)
promise	11	11	no	hope(H11)
promotion	10	10	no	promotion(H10)
promotional material	10	10	no	promotion(H10)
pronunciation	2	2	no	speech(H2)
prop root	4	4	no	roots(H4)
property	2	2,4	yes	possession(H2); property(H4)
propitiation	12	12	no	salvation(H12)
propyl	11	11	no	group(H11)
propyl group	11	11	no	group(H11)
propyl radical	11	11	no	group(H11)
prostration	6	6	no	illness(H6); sickness(H6)
protective tariff	6	6	no	duty(H6)
protestant	9	9	no	church(H9)
protestant church	9	9	no	church(H9)
protuberance	10	10	no	status(H10)
provenance	4	4	no	roots(H4)
provender	2	2	no	food(H2)
provenience	4	4	no	roots(H4)
providence	9	9	no	luck(H9)
provisions	2	2	no	food(H2)
prowl car	4	4	no	car(H4)
proximity	3	3	no	neighborhood(H3)
pseudorubella	6	6	no	disease(H6)
psi	3	3	no	letter(H3)
psychiatric hospital	12	12	no	hospital(H12)
psychic communication	3	3	no	communication(H3)
psychical communication	3	3	no	communication(H3)
psychological condition	10	10	no	status(H10)
psychological state	10	10	no	status(H10)
public	1	1,7	yes	body(H1); public(H7)
public charity	12	12	no	charity(H12)
public debt	6	6	no	debt(H6)
public lecture	2	2	no	speech(H2)
public opinion poll	8	8	no	research(H8)
public property	4	4	no	property(H4)
public relations	10	10	no	promotion(H10)
public servant	6	6	no	employee(H6)
public service	6	6	no	work(H6); service(H6)
public speaking	2	2	no	speech(H2)
publication	3	3,6	yes	communication(H3); work(H6)
publicity	10	10	no	promotion(H10)
publisher	4	4	no	house(H4)
publishing company	4	4	no	house(H4)
publishing firm	4	4	no	house(H4)
publishing house	4	4	no	house(H4)
puerility	4	4	no	childhood(H4)
puerpera	4	4	no	mother(H4)
pug	6	6	no	dog(H6)
pug-dog	6	6	no	dog(H6)
pull	3	3,6	yes	effort(H3); injury(H6)
pullman porter	6	6	no	employee(H6)
pullout	12	12	no	retreat(H12)
pun	5	5	no	fun(H5)
punning	5	5	no	fun(H5)
pupet regime	10	10	no	government(H10)
puppet government	10	10	no	government(H10)
puppet state	10	10	no	government(H10)
puppy	6	6	no	dog(H6)
puppy love	5	5	no	infatuation(H5)
purchase agreement	7	7	no	contract(H7)
purchase contract	7	7	no	contract(H7)
purchaser	7	7	no	client(H7); customer(H7); buyer(H7)
purdah	12	12	no	isolation(H12); solitude(H12)
pureness	10	10	no	status(H10)
purity	10	10	no	status(H10)
pursuit	3	3,5	yes	hobby(H3); hobby(H5)
push-bike	4	4	no	bike(H4)
put away	12	12	no	jail(H12)
put behind bars	12	12	no	jail(H12)
pycnosis	6	6	no	disease(H6)
pyknosis	6	6	no	disease(H6)
pyramid	5	5,11	yes	speculation(H5); profit(H11)
pyrexia	6	6	no	fever(H6)
pyrolysis	8	8	no	transformation(H8)
pyrotechnics	7	7	no	trade(H7)
pyrotechny	7	7	no	trade(H7)
qabala	8	8	no	secret(H8)
qabalah	8	8	no	secret(H8)
qi	1	1	no	vitality(H1)
qoph	3	3	no	letter(H3)
quad	3	3	no	sibling(H3)
quadripara	4	4	no	mother(H4)
quadruplet	3	3	no	sibling(H3)
quality	1	1	no	character(H1)
qualm	6	6	no	sickness(H6)
quarantine	12	12	no	isolation(H12)
quarter stock	5	5	no	stock(H5)
quasi contract	7	7	no	contract(H7)
queasiness	6	6	no	sickness(H6)
queen	6	6	no	competitor(H6); rival(H6)
question sheet	5	5	no	exam(H5)
quick buck	2	2,11	yes	earnings(H2); profit(H11)
quick-wittedness	5	5	no	intelligence(H5)
quickness	5	5	no	intelligence(H5)
quietus	8	8	no	death(H8)
quin	3	3	no	sibling(H3)
quint	3	3	no	sibling(H3)
quintipara	4	4	no	mother(H4)
quintuplet	3	3	no	sibling(H3)
quite a little	7	7	no	deal(H7)
quiz	5	5	no	exam(H5)
race	11	11	no	group(H11)
race car	4	4	no	car(H4)
racer	4	4	no	car(H4)
racing	5	5	no	sport(H5)
racing car	4	4	no	car(H4)
radical	11	11	no	group(H11)
radiocarbon dating	5	5	no	dating(H5)
radish	4	4	no	roots(H4)
raft	7	7	no	deal(H7)
raft foundation	4	4	no	foundation(H4)
rag	3	3	no	newspaper(H3)
rage	11	11	no	desire(H11)
railcar	4	4	no	car(H4)
railroad car	4	4	no	car(H4)
railroad man	6	6	no	employee(H6)
